"","Customer_ID","Credit_Amount","Purpose_Credit_Taken","Duration_in_Months","Status_Checking_Accnt","Credit_History","Job_Status","Years_At_Present_Employment","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Age","Housing","Num_Credits","Num_Dependents","Foreign_Worker","Default_On_Payment","Dummy_Job_Status_A171","Dummy_Job_Status_A172","Dummy_Job_Status_A173","Dummy_Purpose_Credit_Taken_Low","Dummy_Purpose_Credit_Taken_High","Dummy_Status_Checking_Accnt_High","Dummy_Status_Checking_Accnt_Medium","Dummy_Credit_History_High","Dummy_Credit_History_Low","Dummy_Years_At_Present_Employment_High","Dummy_Years_At_Present_Employment_Medium","Dummy_Marital_Status_Gender","Dummy_Other_Debtors_Guarantors","Dummy_Housing","Dummy_Foreign_Worker","Dummy_Age_Group","Dummy_Credit_Amount","Dummy_Current_Address_Yrs","Predicted_Probability"
"3588","C18588",697,"P40",12,"S11","A31","A173","E72","A93","A101",2,46,"A152",2,1,"A201",1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0.732163788343648
"2536","C17536",3972,"P42",24,"S14","A32","A173","E74","A92","A101",4,25,"A151",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.263587169048441
"3211","C18211",4165,"P49",18,"S14","A30","A173","E73","A93","A101",2,36,"A152",2,2,"A201",1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0.283897132217957
"3998","C18998",950,"P40",15,"S11","A30","A173","E75","A93","A101",3,33,"A151",2,2,"A201",1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0.737674607832816
"3824","C18824",2284,"P43",24,"S14","A32","A173","E74","A93","A101",2,28,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0922732073318229
"4764","C19764",2483,"P42",24,"S11","A31","A173","E73","A93","A101",4,22,"A152",1,1,"A201",0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0.729049091111075
"2137","C17137",339,"P48",12,"S11","A31","A172","E75","A94","A101",1,45,"A152",1,1,"A201",0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.406492157204495
"1515","C16515",4463,"P43",36,"S14","A33","A174","E73","A93","A101",2,26,"A152",2,1,"A201",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.131617683018143
"1990","C16990",2424,"P43",24,"S14","A34","A173","E75","A93","A101",4,53,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0493213537580633
"51","C15051",932,"P43",6,"S14","A33","A173","E73","A92","A101",2,24,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0.071204993488598
"893","C15893",1047,"P46",6,"S13","A34","A172","E73","A92","A101",4,50,"A152",1,1,"A201",0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0664259560930571
"4093","C19093",2930,"P43",12,"S12","A32","A173","E74","A92","A101",1,27,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0.17764210463751
"1123","C16123",1437,"P40",9,"S12","A31","A173","E74","A93","A101",3,29,"A152",1,1,"A201",1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0.495548364253834
"1161","C16161",7057,"P41",20,"S12","A33","A174","E74","A93","A101",4,36,"A151",2,2,"A201",0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0.295538275855205
"373","C15373",2708,"P42",15,"S14","A32","A172","E72","A93","A101",3,27,"A152",2,1,"A201",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0.171863470205007
"1193","C16193",5152,"P43",24,"S13","A32","A173","E74","A93","A101",2,25,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.0922732073318229
"3552","C18552",806,"P49",15,"S11","A32","A172","E73","A92","A101",4,22,"A152",1,1,"A201",0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0.511142395346445
"4111","C19111",609,"P49",12,"S13","A31","A171","E72","A92","A101",1,26,"A152",1,1,"A201",1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0.317905828226378
"2413","C17413",3342,"P43",36,"S14","A34","A173","E75","A93","A101",2,51,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0718001806269258
"1881","C16881",3416,"P43",27,"S11","A32","A174","E73","A93","A101",2,27,"A152",1,1,"A201",0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0.384370337663197
"1195","C16195",4351,"P42",24,"S12","A32","A172","E73","A92","A101",4,48,"A152",1,1,"A201",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0.459062938974264
"539","C15539",1493,"P43",12,"S14","A32","A173","E72","A92","A101",3,34,"A152",1,2,"A201",0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.124192718555936
"1890","C16890",691,"P40",12,"S11","A34","A173","E75","A93","A101",3,35,"A152",2,1,"A201",1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0.260192163467025
"2771","C17771",1285,"P40",24,"S11","A32","A173","E74","A92","A101",4,32,"A151",1,1,"A201",1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0.665494948733669
"1051","C16051",4110,"P42",24,"S11","A30","A173","E75","A93","A101",4,23,"A151",2,2,"A201",1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0.791420855800797
"2154","C17154",1503,"P41",12,"S14","A33","A173","E73","A94","A101",4,41,"A151",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0.087708508835187
"1056","C16056",1136,"P46",9,"S12","A34","A173","E75","A93","A101",3,32,"A153",2,2,"A201",1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0.212584984352372
"2432","C17432",4933,"P43",39,"S12","A34","A173","E74","A93","A103",2,25,"A152",2,1,"A201",1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0.137534792128403
"1713","C16713",1478,"P42",15,"S11","A34","A173","E75","A93","A101",4,44,"A152",2,2,"A201",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0.279870251845495
"3145","C18145",2039,"P42",18,"S11","A32","A173","E73","A92","A101",4,20,"A151",1,1,"A201",1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0.6196704294713
"1813","C16813",5371,"P42",36,"S11","A34","A173","E73","A93","A103",2,28,"A152",2,1,"A201",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0.303756344316824
"1719","C16719",1925,"P42",24,"S13","A32","A173","E73","A93","A101",2,26,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.156016974968144
"2581","C17581",3812,"P41",15,"S14","A32","A173","E72","A92","A101",4,23,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0.135468711415615
"3579","C18579",1283,"P40",22,"S14","A32","A173","E74","A92","A101",4,25,"A151",1,1,"A201",0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0.250868951550081
"1069","C16069",6872,"P42",24,"S11","A31","A173","E72","A91","A101",1,55,"A152",1,1,"A201",1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0.794347343390925
"1995","C16995",1343,"P40",6,"S13","A34","A173","E75","A93","A101",4,46,"A152",2,2,"A202",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0148705785577811
"1284","C16284",1433,"P42",15,"S11","A34","A173","E73","A92","A101",3,25,"A151",2,1,"A201",0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0.429388994042042
"3043","C18043",1498,"P43",12,"S11","A32","A173","E73","A92","A101",1,23,"A152",1,1,"A201",0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0.264226030906443
"888","C15888",3001,"P42",18,"S12","A32","A173","E74","A92","A101",4,40,"A151",1,1,"A201",0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0.494965878982137
"4170","C19170",571,"P40",21,"S11","A34","A173","E75","A93","A101",4,65,"A152",2,1,"A201",0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0.321829718386664
"3604","C18604",717,"P40",24,"S14","A33","A173","E75","A94","A101",4,54,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.156016974968144
"3226","C18226",3832,"P42",30,"S12","A32","A173","E72","A94","A101",1,22,"A152",1,1,"A201",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0.441034865926959
"2982","C17982",1264,"P49",12,"S14","A34","A172","E75","A93","A101",4,57,"A151",1,1,"A201",0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.0819195068759499
"1796","C16796",776,"P43",12,"S14","A32","A173","E73","A94","A101",2,28,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.0638255324815497
"2556","C17556",1337,"P43",9,"S13","A30","A174","E72","A93","A101",2,34,"A152",2,1,"A201",1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0.196621720677224
"4218","C19218",14782,"P50",60,"S12","A31","A174","E75","A92","A101",4,60,"A153",2,1,"A201",1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0.912188504839501
"2805","C17805",3380,"P40",4,"S14","A34","A173","E74","A92","A101",1,37,"A152",1,2,"A201",0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0.0439264960468553
"4048","C19048",3632,"P41",24,"S11","A31","A173","E73","A92","A103",4,22,"A151",1,1,"A202",0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0.317717210491778
"1506","C16506",2662,"P40",18,"S14","A32","A173","E74","A93","A101",3,32,"A152",1,1,"A202",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0422371479488261
"3413","C18413",802,"P40",14,"S14","A33","A172","E73","A93","A101",2,27,"A152",2,1,"A201",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0.117010461661472
"1277","C16277",1382,"P43",6,"S14","A34","A173","E73","A92","A101",1,28,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0.026294152614619
"2863","C17863",10961,"P43",48,"S12","A32","A173","E74","A93","A102",2,27,"A152",2,1,"A201",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0.430386915899353
"2318","C17318",11760,"P46",39,"S12","A33","A173","E74","A93","A101",3,32,"A151",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0.589491350807343
"1276","C16276",1050,"P42",6,"S12","A33","A174","E71","A93","A101",1,35,"A152",2,1,"A201",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.261945535384495
"2718","C17718",2570,"P40",27,"S14","A32","A173","E73","A92","A101",3,21,"A151",1,1,"A201",1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0.283423652199829
"4395","C19395",8072,"P49",30,"S11","A30","A173","E72","A93","A101",3,25,"A152",3,1,"A201",0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0.83269054976689
"4339","C19339",1149,"P43",18,"S14","A34","A173","E73","A93","A101",3,46,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.0407557644486945
"1319","C16319",4736,"P42",24,"S12","A34","A172","E72","A92","A101",4,25,"A152",1,1,"A201",1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.396167236357174
"1547","C16547",2578,"P42",12,"S11","A32","A174","E71","A92","A101",4,55,"A153",1,1,"A201",0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0.669008540669356
"4739","C19739",640,"P40",12,"S14","A32","A172","E73","A91","A101",2,49,"A152",1,1,"A201",0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0.14547101254588
"2981","C17981",1979,"P43",15,"S14","A32","A173","E75","A93","A101",2,35,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.070058972687681
"4505","C19505",708,"P42",12,"S11","A32","A172","E73","A93","A103",3,38,"A152",1,2,"A201",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.277727453208082
"2242","C17242",2122,"P40",12,"S11","A34","A172","E73","A93","A101",2,39,"A151",2,2,"A202",0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0.126235115016795
"1955","C16955",2360,"P41",15,"S13","A34","A173","E73","A93","A101",2,36,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.0370257461679233
"3167","C18167",5103,"P43",24,"S14","A34","A173","E72","A94","A101",3,47,"A153",3,1,"A201",0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0.0997660307348837
"4971","C19971",1544,"P43",4,"S14","A34","A172","E74","A93","A101",1,42,"A152",3,2,"A201",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0180677795122997
"2751","C17751",1980,"P42",9,"S14","A32","A173","E72","A92","A102",2,19,"A151",2,1,"A201",1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0.247601353254138
"1146","C16146",2427,"P49",18,"S12","A33","A173","E75","A93","A101",2,42,"A152",2,1,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.336060911421833
"4619","C19619",2273,"P46",36,"S12","A32","A173","E74","A93","A101",1,32,"A152",2,2,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.388762299723953
"2886","C17886",6416,"P49",48,"S12","A31","A173","E75","A92","A101",3,59,"A151",1,1,"A201",1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0.874483403043177
"2471","C17471",2225,"P40",36,"S12","A33","A173","E75","A93","A101",4,57,"A153",2,1,"A201",1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0.565127458883794
"1931","C16931",3017,"P42",12,"S12","A32","A174","E72","A92","A101",1,34,"A151",1,1,"A201",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0.456264374140192
"4221","C19221",3650,"P42",18,"S11","A32","A173","E72","A92","A101",4,22,"A151",1,1,"A201",0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0.711654621196058
"1746","C16746",11998,"P45",30,"S11","A32","A172","E72","A91","A101",1,34,"A152",1,1,"A201",1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0.642992555318092
"1382","C16382",1331,"P43",12,"S12","A32","A173","E72","A93","A101",1,22,"A152",1,1,"A201",1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0.192449219834364
"818","C15818",5511,"P42",24,"S14","A32","A173","E73","A93","A101",1,25,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.113148564707936
"825","C15825",1386,"P43",15,"S14","A32","A173","E73","A94","A101",2,40,"A151",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0.096035175924538
"2309","C17309",1595,"P43",6,"S14","A32","A173","E74","A93","A101",2,51,"A152",1,2,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0528811314959595
"1212","C16212",1345,"P43",18,"S11","A32","A173","E73","A94","A101",3,26,"A152",1,1,"A201",1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0.316342132781353
"1036","C16036",2080,"P40",6,"S14","A34","A173","E73","A94","A101",2,24,"A152",1,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0.0492666945196244
"3229","C18229",3976,"P42",21,"S12","A32","A173","E74","A93","A101",3,35,"A152",1,1,"A201",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.358694877092045
"229","C15229",1514,"P45",15,"S12","A32","A173","E73","A93","A103",2,22,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0.203561078321473
"3354","C18354",433,"P43",18,"S14","A32","A173","E71","A92","A102",4,22,"A151",1,1,"A201",1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0.196253906429319
"1684","C16684",685,"P40",12,"S12","A32","A172","E74","A94","A101",3,25,"A152",1,1,"A201",1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0.293047773292849
"1956","C16956",1410,"P49",14,"S12","A32","A173","E75","A94","A101",2,35,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.307027933255192
"3926","C18926",2101,"P43",13,"S12","A32","A172","E72","A92","A103",4,23,"A152",1,1,"A201",0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0.214763779641121
"4394","C19394",1936,"P43",18,"S11","A32","A172","E74","A94","A101",4,23,"A151",2,1,"A201",0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0.394860765356309
"1351","C16351",433,"P43",18,"S14","A32","A173","E71","A92","A102",4,22,"A151",1,1,"A201",1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0.196253906429319
"4594","C19594",3448,"P49",5,"S14","A32","A172","E74","A93","A101",4,74,"A152",1,1,"A201",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0894275879516622
"3481","C18481",1908,"P49",30,"S13","A33","A174","E75","A93","A101",4,66,"A152",1,1,"A201",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.184156275345094
"3279","C18279",4153,"P42",18,"S11","A32","A173","E73","A93","A102",3,42,"A152",1,1,"A201",1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.456954021341531
"253","C15253",2064,"P42",24,"S12","A33","A174","E71","A92","A101",2,34,"A152",1,1,"A201",1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0.562464088287585
"1888","C16888",4042,"P41",24,"S14","A34","A173","E74","A93","A101",4,43,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0493213537580633
"2282","C17282",2116,"P42",6,"S13","A32","A173","E73","A93","A101",2,41,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.0921755629263623
"2675","C17675",1101,"P40",12,"S14","A32","A173","E73","A94","A101",2,27,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0.110305290232065
"3333","C18333",1925,"P42",24,"S13","A32","A173","E73","A93","A101",2,26,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.156016974968144
"4369","C19369",2862,"P40",36,"S12","A33","A173","E75","A93","A101",3,30,"A153",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0.565127458883794
"2950","C17950",3357,"P43",21,"S11","A32","A173","E72","A92","A101",2,29,"A152",1,1,"A201",0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0.515387260312424
"2044","C17044",4272,"P42",20,"S11","A34","A173","E75","A92","A101",4,24,"A152",2,1,"A201",0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.386603680746969
"2585","C17585",9960,"P42",48,"S12","A32","A173","E72","A92","A101",2,26,"A152",1,1,"A201",1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0.74079148175482
"279","C15279",6416,"P49",48,"S12","A31","A173","E75","A92","A101",3,59,"A151",1,1,"A201",1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0.874483403043177
"1244","C16244",5302,"P40",18,"S11","A34","A174","E75","A93","A101",4,36,"A153",3,1,"A201",0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.377180558036535
"1893","C16893",8386,"P42",30,"S12","A34","A173","E74","A93","A101",2,49,"A152",1,1,"A201",1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0.278067370123009
"943","C15943",3062,"P42",24,"S14","A32","A173","E75","A93","A101",3,32,"A151",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.20677762631139
"3963","C18963",754,"P48",12,"S12","A32","A173","E75","A93","A101",4,38,"A152",2,1,"A201",0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.185631490468526
"729","C15729",6304,"P49",36,"S14","A34","A173","E75","A93","A101",4,36,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0.123322319923173
"3826","C18826",3029,"P41",15,"S14","A32","A173","E74","A93","A101",2,33,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.070058972687681
"2603","C17603",3804,"P43",36,"S12","A30","A173","E73","A92","A101",1,42,"A152",1,1,"A201",1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0.557050023755356
"3152","C18152",2278,"P40",18,"S12","A30","A173","E72","A92","A101",3,28,"A152",2,1,"A201",1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0.733826486670924
"817","C15817",2246,"P42",12,"S11","A34","A173","E75","A93","A101",3,60,"A152",2,1,"A201",1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0.260192163467025
"3012","C18012",1337,"P43",9,"S13","A30","A174","E72","A93","A101",2,34,"A152",2,1,"A201",1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0.196621720677224
"1484","C16484",6842,"P41",24,"S14","A34","A174","E73","A93","A101",4,46,"A152",2,2,"A201",0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0.0493213537580633
"3446","C18446",1388,"P42",9,"S14","A32","A173","E73","A92","A101",2,26,"A151",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0.178472570094822
"4938","C19938",2924,"P41",24,"S11","A32","A173","E73","A93","A103",4,63,"A152",1,2,"A201",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.239699911441196
"4608","C19608",1262,"P44",15,"S14","A32","A173","E74","A93","A101",3,36,"A152",2,1,"A201",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.120493858525528
"4598","C19598",343,"P44",6,"S11","A32","A173","E72","A92","A101",1,27,"A152",1,1,"A201",0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0.447558239585575
"3453","C18453",2538,"P40",24,"S14","A33","A172","E75","A93","A101",4,47,"A152",2,2,"A201",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.156016974968144
"1222","C16222",1893,"P40",12,"S11","A32","A173","E73","A92","A103",4,29,"A152",1,1,"A201",0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0.345538339795413
"1054","C16054",1366,"P43",9,"S11","A32","A173","E72","A92","A101",4,22,"A151",1,1,"A201",1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0.501454362368696
"2816","C17816",5234,"P40",30,"S12","A34","A174","E71","A94","A101",2,28,"A152",2,1,"A201",1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0.36847043331136
"1270","C16270",1864,"P46",18,"S14","A34","A173","E73","A92","A101",2,30,"A152",2,1,"A201",1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0959139189949413
"2521","C17521",1042,"P40",18,"S12","A32","A173","E73","A92","A101",2,33,"A152",1,1,"A201",1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.410029101454804
"3727","C18727",3763,"P40",21,"S11","A32","A172","E74","A93","A102",2,24,"A152",1,1,"A202",0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0.21313187886904
"798","C15798",3552,"P42",24,"S11","A31","A173","E74","A93","A101",4,27,"A152",1,1,"A201",1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0.729049091111075
"1919","C16919",12579,"P41",24,"S12","A32","A174","E75","A92","A101",2,44,"A153",1,1,"A201",1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0.396892556433756
"2237","C17237",2820,"P40",36,"S12","A34","A173","E72","A91","A101",4,27,"A152",2,1,"A201",1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0.494499743157987
"4116","C19116",3051,"P44",48,"S11","A32","A173","E73","A93","A101",4,54,"A152",1,1,"A201",1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.695516132764597
"4913","C19913",2788,"P42",15,"S14","A34","A173","E74","A92","A102",3,24,"A152",2,1,"A201",0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.0875967466201952
"4180","C19180",1047,"P46",6,"S13","A34","A172","E73","A92","A101",4,50,"A152",1,1,"A201",0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0664259560930571
"3195","C18195",6999,"P43",48,"S11","A32","A173","E74","A94","A103",1,34,"A152",2,1,"A201",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.326025691508532
"4501","C19501",3660,"P43",24,"S11","A32","A173","E73","A92","A101",4,28,"A152",1,1,"A201",0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0.436875889591206
"2446","C17446",2520,"P43",27,"S12","A34","A172","E73","A93","A101",2,23,"A152",2,1,"A201",1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0.1608448752195
"2730","C17730",3835,"P43",36,"S14","A32","A172","E75","A92","A101",4,45,"A152",1,1,"A201",0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.172262330608823
"1593","C16593",1474,"P40",24,"S14","A32","A173","E72","A94","A101",3,33,"A152",1,1,"A201",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0.218764052120376
"1644","C16644",2708,"P42",15,"S14","A32","A172","E72","A93","A101",3,27,"A152",2,1,"A201",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0.171863470205007
"95","C15095",2759,"P42",12,"S14","A30","A173","E75","A93","A101",4,34,"A152",2,1,"A201",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.245095868641083
"2379","C17379",1237,"P43",6,"S14","A34","A173","E73","A92","A101",1,27,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0.026294152614619
"4121","C19121",601,"P42",4,"S14","A32","A172","E72","A92","A101",3,23,"A151",1,2,"A201",0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0.217910030285944
